timestamp_ms,accel_x,accel_y,accel_z
18123,4030,-109,-942
18143,4071,-99,-962
18163,4063,-107,-944
18183,4049,-111,-955
18203,4006,-130,-948
18223,4013,-126,-946
18243,4032,-112,-946
18263,4061,-104,-952
18283,4048,-108,-948
18303,4038,-125,-950
18323,3998,-119,-935
18343,4020,-120,-939
18363,4048,-105,-951
18383,4044,-98,-944
18403,4034,-111,-936
18423,4001,-120,-933
18443,4023,-123,-941
18463,4030,-109,-938
18483,4044,-120,-946
18503,4055,-108,-957
18523,4035,-118,-947
18543,4018,-121,-944
18563,4020,-120,-920
18583,4024,-111,-934
18603,4060,-103,-956
18623,4057,-112,-951
18643,4035,-119,-947
18663,4005,-124,-937
18683,4024,-116,-949
18703,4063,-92,-935
18723,4058,-104,-956
18743,4052,-120,-947
18763,4027,-126,-945
18783,4023,-126,-949
18803,4012,-123,-917
18823,4067,-106,-940
18843,4051,-101,-941
18863,4045,-108,-954
18883,4032,-129,-936
18903,4008,-121,-945
18923,4028,-122,-925
18943,4056,-108,-950
18963,4076,-110,-947
18983,4055,-111,-944
19003,4012,-132,-927
19023,4000,-124,-949
19043,4022,-109,-947
19063,4069,-101,-943
19083,4062,-100,-935
19103,4028,-125,-946
19123,4003,-134,-923
19143,4014,-123,-930
19163,4035,-113,-938
19183,4052,-97,-947
19203,4041,-112,-952
19223,4045,-119,-927
19243,4012,-133,-938
19263,4014,-118,-939
19283,4051,-112,-936
19303,4061,-105,-964
19323,4067,-120,-945
19343,4024,-123,-939
19363,4027,-122,-925
19383,4027,-122,-935
19403,4056,-110,-936
19423,4072,-125,-954
19443,4046,-120,-940
19463,4014,-138,-928
19483,4022,-126,-924
19503,4027,-109,-930
19523,4050,-104,-945
19543,4051,-112,-939
19563,4035,-117,-943
19583,4011,-130,-928
19603,4012,-118,-925
19623,4050,-111,-935
19643,4066,-107,-950
19663,4066,-106,-938
19683,4024,-123,-942
19703,4017,-133,-934
19723,4019,-116,-930
19743,4054,-105,-945
19763,4056,-102,-951
19783,4042,-105,-943
19803,4031,-126,-949
19823,4019,-128,-940
19843,4021,-116,-944
19863,4038,-106,-944
19883,4072,-98,-947
19903,4051,-105,-928
19923,4010,-130,-927
19943,4007,-131,-928
19963,4027,-110,-936
19983,4064,-102,-947
20003,4077,-100,-950
20023,4042,-116,-930
20043,4011,-124,-938
20063,4018,-117,-933
20083,4039,-104,-926
20103,4060,-102,-928
20123,4059,-104,-946
20143,4050,-119,-934
20163,4004,-128,-922
20183,4021,-115,-927
20203,4032,-112,-942
20223,4059,-105,-931
20243,4054,-110,-935
20263,4036,-114,-922
20283,4008,-120,-935
